Четверг 12 мар.2026г.  17:59,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ЖЕЛЕЗНОДОРОЖНЫХ СТАНЦИЙ,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ОСТАНОВОЧНЫХ ПУНКТОВ И ПЛАТФОРМ,,,,,
№ п/п,Наименование пункта,Операции,Дорога,Код станции,
 9754.,Слобода-Теофипольская,О,35 Льв (У),362419,
 9755.,Слободзея,О,40 Од (У),407910,
 9756.,Слободка,О,13 Бел,156810,
 9757.,Слободская,О,40 Од (У),400818,
 9758.,Слободский Пост,О,32 Ю-Зап (У),338710,
 9759.,Слободской,О,13 Бел,168748,
 9760.,Слободчики,О,80 Ю-Ур (Р),826811,
 9761.,Слободчиково,Б,28 Сев (Р),281315,
 9762.,Слобожанская,О,43 Южн (У),444139,
 9763.,Слобозия-Маре,О,39 Млд,397634,
 9764.,Слоновка,О,58 Ю-Вост (Р),439023,
 9765.,Слоут,О,32 Ю-Зап (У),328140,
 9766.,Слудицы,Б,01 Окт (Р),058923,
 9767.,Слюдянская,О,96 Д-Вост (Р),994311,
 9768.,Сляднево,О,17 Моск (Р),184129,
 9769.,Смак-Корса,О,24 Горьк (Р),253527,
 9770.,Смарде,О,09 Лат,097330,
 9771.,Смена,О,51 С-Кав (Р),533259,
 9772.,Сменово,О,01 Окт (Р),051712,
 9773.,Смирновка,О,83 З-Сиб (Р),865055,
 9774.,Смоленск-Белорусский,О,17 Моск (Р),170019,
 9775.,Смоленское,О,28 Сев (Р),313624,
 9776.,Смоленщина,О,92 В-Сиб (Р),932813,
 9777.,Смолёво,О,17 Моск (Р),194742,
 9778.,Смычково,О,01 Окт (Р),058321,
 9779.,Снежинка,О,63 Кбш (Р),656114,
 9780.,Снежная,О,43 Южн (У),432931,
 9781.,Снетинка,О,32 Ю-Зап (У),343579,
 9782.,Снитово,О,13 Бел,133024,
 9783.,Сновидовичи,Б,35 Льв (У),356013,
 9784.,Сновь,О,32 Ю-Зап (У),326910,
 9785.,СНТ Вита,О,76 Сверд (Р),763114,
 9786.,СНТ Горючка,О,61 Прив (Р),621159,
 9787.,СНТ Горючка-2,О,61 Прив (Р),621163,
 9788.,СНТ Градостроитель,О,80 Ю-Ур (Р),804865,
 9789.,СНТ Дружба,О,58 Ю-Вост (Р),597354,
 9790.,СНТ Дубровский,О,80 Ю-Ур (Р),804649,
 9791.,СНТ Железнодорожник,О,80 Ю-Ур (Р),804879,
 9792.,СНТ Маяк-2,О,61 Прив (Р),612223,
 9793.,СНТ Надежда,О,80 Ю-Ур (Р),803218,
 9794.,СНТ Наука,О,80 Ю-Ур (Р),828569,
 9795.,СНТ Незабудка,О,80 Ю-Ур (Р),826934,
 9796.,СНТ Нива,О,58 Ю-Вост (Р),595861,
 9797.,СНТ Полет,О,58 Ю-Вост (Р),597265,
 9798.,СНТ Полет,О,80 Ю-Ур (Р),804812,
 9799.,СНТ Путеец,О,63 Кбш (Р),652710,
 9800.,СНТ Тополёк,О,61 Прив (Р),620180,
 9801.,СНТ Якорь-2,О,61 Прив (Р),612234,
 9802.,Собковка,О,43 Южн (У),447416,
 9803.,Соболевка,О,13 Бел,156238,
 9804.,Соболевка,О,61 Прив (Р),609227,
 9805.,Собычев,О,32 Ю-Зап (У),328136,
 9806.,Советская,О,51 С-Кав (Р),531938,
 9807.,Советская Сибирь,О,83 З-Сиб (Р),844218,
 9808.,Советский,О,13 Бел,146448,
 9809.,Советы,О,63 Кбш (Р),657339,
 9810.,Совхоз,О,17 Моск (Р),194920,
 9811.,Совхоз,О,39 Млд,392927,
 9812.,Совхоз,О,51 С-Кав (Р),533032,
 9813.,Совхоз,О,80 Ю-Ур (Р),800421,
 9814.,Совхоз Бердский,О,83 З-Сиб (Р),853010,
 9815.,Совхоз Леневский,О,76 Сверд (Р),770620,
 9816.,Совхоз Лискинский,О,58 Ю-Вост (Р),582024,
 9817.,Совхоз Правда,О,40 Од (У),418915,
 9818.,Совхоз Тельман,О,92 В-Сиб (Р),936087,
 9819.,Совхоз Ударник,О,58 Ю-Вост (Р),583012,
 9820.,Совхоз Удмурский,О,24 Горьк (Р),256116,
 9821.,Совхоз-10,О,51 С-Кав (Р),513128,
 9822.,Совхозная,О,83 З-Сиб (Р),853522,
 9823.,Совхозная,О,92 В-Сиб (Р),932211,
 9824.,Совхозная,О,96 Д-Вост (Р),982121,
 9825.,Совхозный,О,24 Горьк (Р),255344,
 9826.,Совхозный,О,51 С-Кав (Р),534834,
 9827.,Содай,О,12 Лит,125615,
 9828.,Соденьга,О,28 Сев (Р),298028,
 9829.,Сокирница,О,35 Льв (У),385317,
 9830.,Соковая,О,01 Окт (Р),040135,
 9831.,Сокол,О,76 Сверд (Р),784125,
 9832.,Соколиное озеро,О,01 Окт (Р),020080,
 9833.,Соколинское,О,01 Окт (Р),020536,
 9834.,Соколиный,О,28 Сев (Р),304339,
 9835.,Соколка,О,13 Бел,150277,
 9836.,Соколов Ручей,О,01 Окт (Р),042427,
 9837.,Соколовка,О,61 Прив (Р),621873,
 9838.,Соколовский,О,28 Сев (Р),307515,
 9839.,Сокольники,О,10 Клг (Р),104021,
 9840.,Сокольники-Новые,О,10 Клг (Р),104017,
 9841.,Соколья Гора,О,17 Моск (Р),176246,
 9842.,Сокурский Тракт,О,61 Прив (Р),620137,
 9843.,Солгинский,О,28 Сев (Р),297027,
 9844.,Соленое Озеро,О,88 Крас (Р),887694,
 9845.,Соленый,О,48 Дон (У),481317,
 9846.,Соленый,О,89 89-я дорога,897821,
 9847.,Солнечная,О,40 Од (У),401986,
 9848.,Солнечная,О,40 Од (У),419335,
 9849.,Солнечная,О,92 В-Сиб (Р),935347,
 9850.,Солнечное,О,01 Окт (Р),039212,
 9851.,Солнечное,О,40 Од (У),405417,
 9852.,Солнечное,О,83 З-Сиб (Р),841239,
 9853.,Солнечный,О,13 Бел,142131,
 9854.,Солнечный,О,80 Ю-Ур (Р),827739,
 9855.,Солнечный,О,88 Крас (Р),893229,
 9856.,Солнышко,О,45 Придн (У),474510,
 9857.,Солнышко,О,85 Крым (Р),858812,
 9858.,Соловьевка,О,40 Од (У),410519,
 9859.,Соловьевка,О,96 Д-Вост (Р),990039,
 9860.,Соловьи,О,01 Окт (Р),070323,
 9861.,Соломирка,О,32 Ю-Зап (У),337722,
 9862.,Солоники,О,51 С-Кав (Р),533174,
 9863.,Солоновка,О,17 Моск (Р),185512,
 9864.,Солоновка,О,83 З-Сиб (Р),846124,
 9865.,Солоное,О,13 Бел,154266,
 9866.,Солонцы,О,58 Ю-Вост (Р),585817,
 9867.,Солотвино-Больница,О,35 Льв (У),385622,
 9868.,Соляниковка,О,43 Южн (У),430391,
 9869.,Соляной,О,61 Прив (Р),612215,
 9870.,Сонино,Б,24 Горьк (Р),243633,
 9871.,Сонозеро,Б,01 Окт (Р),027520,
 9872.,Сончино,О,58 Ю-Вост (Р),584829,
 9873.,Соотага,О,08 Эст,084519,
 9874.,Сопин,О,32 Ю-Зап (У),336861,
 9875.,Сормово,О,24 Горьк (Р),261364,
 9876.,Сорокино,О,01 Окт (Р),047810,
 9877.,Сорокопановка,О,45 Придн (У),458414,
 9878.,Сортировочная,О,17 Моск (Р),194032,
 9879.,Сосиновка,Б,43 Южн (У),428419,
 9880.,Сосна,О,63 Кбш (Р),647017,
 9881.,Сосновая,О,83 З-Сиб (Р),864717,
 9882.,Сосновая Поляна,О,01 Окт (Р),075628,
 9883.,Сосновец,О,28 Сев (Р),300713,
 9884.,Сосновка,О,13 Бел,167073,
 9885.,Сосновка,О,40 Од (У),423129,
 9886.,Сосновка,О,43 Южн (У),432594,
 9887.,Сосновка,О,80 Ю-Ур (Р),800239,
 9888.,Сосновка,О,92 В-Сиб (Р),924249,
 9889.,Сосновка,О,94 Заб (Р),940810,
 9890.,Сосновка,О,10 Клг (Р),104233,
 9891.,Сосновка-1,О,61 Прив (Р),609250,
 9892.,Сосновцы,О,28 Сев (Р),310753,
 9893.,Сосновый,О,92 В-Сиб (Р),933159,
 9894.,Сосновый Бор,О,10 Клг (Р),102613,
 9895.,Сосновый Бор,О,13 Бел,151342,
 9896.,Сосновый Бор,О,24 Горьк (Р),251127,
 9897.,Сосновый Бор,О,88 Крас (Р),894043,
 9898.,Сосновый Бор,О,92 В-Сиб (Р),935328,
 9899.,Сосняги,О,28 Сев (Р),303290,
 9900.,Сосняк,О,83 З-Сиб (Р),840058,
 9901.,Сосняк,О,94 Заб (Р),942815,
 9902.,Соснята,О,76 Сверд (Р),785734,
 9903.,Сосоновка,О,43 Южн (У),441837,
 9904.,Состамак,О,24 Горьк (Р),253646,
 9905.,Сосынье,О,01 Окт (Р),057626,
 9906.,Сосычно,О,35 Льв (У),354573,
 9907.,Сотниково,О,92 В-Сиб (Р),935313,
 9908.,Сотницкая,Б,58 Ю-Вост (Р),585037,
 9909.,Софиевка,О,43 Южн (У),425919,
 9910.,Софрино II,О,17 Моск (Р),236112,
 9911.,Софьино,О,63 Кбш (Р),652265,
 9912.,Софья Перовская,О,61 Прив (Р),616822,
 9913.,Соцгород,О,63 Кбш (Р),639523,
 9914.,Соцгород,О,76 Сверд (Р),795011,
 9915.,Соцгородок,О,68 Кзх,674141,
 9916.,Социалистическая,О,24 Горьк (Р),268518,
 9917.,Социалистическая,О,83 З-Сиб (Р),872720,
 9918.,Сочино,О,80 Ю-Ур (Р),826313,
 9919.,Союз,О,80 Ю-Ур (Р),829646,
 9920.,Спартак,О,94 Заб (Р),955317,
 9921.,Спасов Скит,О,43 Южн (У),443438,
 9922.,Спасское,О,28 Сев (Р),290920,
 9923.,Спигана,О,09 Лат,117515,
 9924.,Спицин,Б,43 Южн (У),446120,
 9925.,Спокойствие,О,45 Придн (У),458310,
 9926.,Спортивная,О,63 Кбш (Р),654716,
 9927.,Спортивная,О,76 Сверд (Р),780073,
 9928.,Спутник,О,58 Ю-Вост (Р),435535,
 9929.,Спутник,О,51 С-Кав (Р),533282,
 9930.,Спутник,О,61 Прив (Р),620895,
 9931.,Спутник,О,80 Ю-Ур (Р),800224,
 9932.,Спутник,О,96 Д-Вост (Р),982013,
 9933.,СП Чебсарское,О,28 Сев (Р),302028,
 9934.,Средний Колышлей,О,61 Прив (Р),608898,
 9935.,Стабурагс,О,09 Лат,091921,
 9936.,Ставище,О,32 Ю-Зап (У),343564,
 9937.,Ставки,О,35 Льв (У),362438,
 9938.,Ставки,О,40 Од (У),409634,
 9939.,Ставки,Б,40 Од (У),419655,
 9940.,Ставне II,О,35 Льв (У),382022,
 9941.,Стадион,О,51 С-Кав (Р),532862,
 9942.,Стадница,О,32 Ю-Зап (У),335820,
 9943.,Стаево,О,58 Ю-Вост (Р),600129,
 9944.,Стальск,О,51 С-Кав (Р),542826,
 9945.,Стамиериене (узк.),О,09 Лат,111538,
 9946.,Станиславчик,О,40 Од (У),422111,
 9947.,Станица,О,43 Южн (У),441818,
 9948.,Станичный,О,48 Дон (У),507644,
 9949.,Станичный,О,84 84-я дорога,849349,
 9950.,Становое,О,28 Сев (Р),303459,
 9951.,Станционная,О,80 Ю-Ур (Р),826328,
 9952.,Станционная,О,83 З-Сиб (Р),866018,
 9953.,Станционник,О,83 З-Сиб (Р),830227,
 9954.,Станция Полярных Геологов,О,28 Сев (Р),288865,
 9955.,Станьково,О,13 Бел,144512,
 9956.,Старая Ангасолка,О,92 В-Сиб (Р),933515,
 9957.,Старая Березовка,О,63 Кбш (Р),655333,
 9958.,Старая Буда,О,32 Ю-Зап (У),326732,
 9959.,Старая Весь,О,13 Бел,136728,
 9960.,Старая Гарь,О,28 Сев (Р),299861,
 9961.,Старая Гоголевка,О,92 В-Сиб (Р),923265,
 9962.,Старая Деревня,О,17 Моск (Р),173642,
 9963.,Старая Жадова,О,35 Льв (У),369437,
 9964.,Старая Ильенко,О,51 С-Кав (Р),586839,
 9965.,Старая Кудеевка,О,63 Кбш (Р),655615,
 9966.,Старая Рудня,О,13 Бел,155076,
 9967.,Старая станция,О,80 Ю-Ур (Р),808546,
 9968.,Старая Солянка,О,88 Крас (Р),893318,
 9969.,Старая Таловка,О,92 В-Сиб (Р),934946,
 9970.,Старая Шеберта,О,92 В-Сиб (Р),921611,
 9971.,Старина,О,13 Бел,137237,
 9972.,Старица,О,88 Крас (Р),889647,
 9973.,Старково,О,28 Сев (Р),317324,
 9974.,Старобачаты,О,83 З-Сиб (Р),862659,
 9975.,Старое Аракчино,О,24 Горьк (Р),250116,
 9976.,Старое Мозино,О,01 Окт (Р),034051,
 9977.,Старое Пшенево,О,63 Кбш (Р),641025,
 9978.,Старое Сарайкино,О,61 Прив (Р),609710,
 9979.,Староивановка,О,58 Ю-Вост (Р),439112,
 9980.,Старокубово,О,63 Кбш (Р),655418,
 9981.,Старомавринский,О,51 С-Кав (Р),529639,
 9982.,Старомихайловка,О,48 Дон (У),480511,
 9983.,Старомихайловка,О,89 89-я дорога,897319,
 9984.,Староперуново,О,83 З-Сиб (Р),836955,
 9985.,Староселье,О,40 Од (У),416522,
 9986.,Староурусовка,О,61 Прив (Р),617420,
 9987.,Староустенцы,Б,32 Ю-Зап (У),339215,
 9988.,Старт,О,32 Ю-Зап (У),348233,
 9989.,Старые Бейзимы,О,32 Ю-Зап (У),334250,
 9990.,Старые Бирюли,О,24 Горьк (Р),253315,
 9991.,Старый Алзамай,О,92 В-Сиб (Р),920638,
 9992.,Старый Волчинец,О,35 Льв (У),368627,
 9993.,Старый Карайгер,О,80 Ю-Ур (Р),813313,
 9994.,Старый Луг,О,32 Ю-Зап (У),325833,
 9995.,Старый переезд,О,83 З-Сиб (Р),873831,
 9996.,Старый Поселок,О,51 С-Кав (Р),541132,
 9997.,Старый Токмак,О,63 Кбш (Р),648113,
 9998.,Старый шалаш,О,63 Кбш (Р),655954,
 9999.,Статейка,О,80 Ю-Ур (Р),803468,
10000.,Стахановская,О,63 Кбш (Р),657818,
10001.,Стебле,П,35 Льв (У),354037,
10002.,Стеблевка,О,35 Льв (У),385321,
10003.,Стеблево,О,28 Сев (Р),303232,
10004.,Стеблянки,О,43 Южн (У),445861,
10005.,Стегниковцы,О,35 Льв (У),360057,
10006.,Стеклозавод,О,51 С-Кав (Р),513611,
10007.,Стеклозавод,О,92 В-Сиб (Р),935417,
10008.,Стеклозаводская,О,32 Ю-Зап (У),322036,
10009.,Степанки,О,32 Ю-Зап (У),332610,
10010.,Степановка,О,32 Ю-Зап (У),329119,
10011.,Степановка,О,63 Кбш (Р),659349,
10012.,Степановка,О,88 Крас (Р),880917,
10013.,Степная,О,40 Од (У),414914,
10014.,Степное,О,58 Ю-Вост (Р),606524,
10015.,Степное,О,83 З-Сиб (Р),844538,
10016.,Степной,О,43 Южн (У),441540,
10017.,Степовая,О,40 Од (У),400911,
10018.,Степурино,О ,24 Горьк (Р),243737,
10019.,Стецовка,О,40 Од (У),421636,
10020.,Стинава-Нижняя,О,35 Льв (У),377024,
10021.,Стинькино,О,01 Окт (Р),042944,
10022.,Стишь,О,17 Моск (Р),216020,
10023.,Стодульцы,О,32 Ю-Зап (У),331143,
10024.,Стойба,О,88 Крас (Р),889030,
10025.,Столбище,О,24 Горьк (Р),250754,
10026.,Столичный,О,13 Бел,140032,
10027.,Столпы,О,13 Бел,131230,
10028.,Стомна,О,17 Моск (Р),226816,
10029.,Стопкино,О,17 Моск (Р),188031,
10030.,Сторожевое,П,17 Моск (Р),212438,
10031.,Стоход,О,35 Льв (У),358517,
10032.,Стоялово,О,13 Бел,157118,
10033.,Стояновка,О,39 Млд,396819,
10034.,Страдичи,О,13 Бел,130365,
10035.,Страж,О,13 Бел,163621,
10036.,Страстной,П,43 Южн (У),442628,
10037.,Страхово,О,61 Прив (Р),613415,
10038.,Стреглово,О,01 Окт (Р),060853,
10039.,Стреж,О,24 Горьк (Р),258037,
10040.,Стрелецкая,О,58 Ю-Вост (Р),598022,
10041.,Стрелка,О,76 Сверд (Р),762643,
10042.,Стрелковичи,О,35 Льв (У),375635,
10043.,Стрелково,О,24 Горьк (Р),269313,
10044.,Стрелочный,Х,48 Дон (У),500113,
10045.,Стрелуцкий Мох,О,01 Окт (Р),058938,
10046.,Стрельня-Новая,О,10 Клг (Р),102223,
10047.,Стрельск,О,35 Льв (У),355542,
10048.,Стрельчиха,Б,01 Окт (Р),050419,
10049.,Стремигород,О,32 Ю-Зап (У),346346,
10050.,Стремутка,О,01 Окт (Р),070319,
10051.,Стрепет,О,61 Прив (Р),626010,
10052.,Стрешнево,О,17 Моск (Р),196220,
10053.,Стрибеж,О,32 Ю-Зап (У),348110,
10054.,Стригино,Б,24 Горьк (Р),243578,
10055.,Стриевка,О,35 Льв (У),360930,
10056.,Строитель,О,13 Бел,148212,
10057.,Строитель,О,17 Моск (Р),234812,
10058.,Строитель,О,76 Сверд (Р),794517,
10059.,Строитель,О,92 В-Сиб (Р),924624,
10060.,Строительная,О,63 Кбш (Р),638613,
10061.,Стройдеталь,О,40 Од (У),424140,
10062.,Стройдеталь,О,51 С-Кав (Р),510083,
10063.,Строймаш,О,48 Дон (У),492010,
10064.,Строймаш,О,89 89-я дорога,957519,
10065.,Стройрайон,О,61 Прив (Р),615459,
10066.,Строкино,О,58 Ю-Вост (Р),437831,
10067.,Строковицы ,О,32 Ю-Зап (У),345625,
10068.,Стронское,О,43 Южн (У),429619,
10069.,Струговской,О,24 Горьк (Р),274415,
10070.,Стрункино,О,76 Сверд (Р),791913,
10071.,Струя,Б,24 Горьк (Р),242720,
10072.,Стрыжовка,О,32 Ю-Зап (У),345682,
10073.,Стрымовка,О,40 Од (У),423148,
10074.,Стрыханка,О,35 Льв (У),371013,
10075.,Стугна,О,32 Ю-Зап (У),344711,
10076.,Студенец,О,63 Кбш (Р),642920,
10077.,Студеновка,О,63 Кбш (Р),633067,
10078.,Студенческая,О,88 Крас (Р),891416,
10079.,Студенческий Городок,О,61 Прив (Р),620014,
10080.,Студеный,О,17 Моск (Р),218877,
10081.,Студеный ключ,О,63 Кбш (Р),656228,
10082.,Студеный Плес,О,88 Крас (Р),886259,
10083.,Стуково,О,83 З-Сиб (Р),846228,
10084.,Ступовка,О,43 Южн (У),433648,
10085.,Стяжное,О,17 Моск (Р),200089,
10086.,СТ Дорожник,О,61 Прив (Р),616964,
10087.,СТ Зверовод,О,61 Прив (Р),617191,
10088.,СТ Локомотив-1,О,61 Прив (Р),616945,
10089.,СТ Мелиоратор-2,О,61 Прив (Р),616911,
10090.,Субботники,Б,76 Сверд (Р),762234,
10091.,Сувалькеляй,О,12 Лит,123836,
10092.,Суворово,О,39 Млд,390029,
10093.,Суворово,О,48 Дон (У),481020,
10094.,Суворово,О,89 89-я дорога,897624,
10095.,Суворовское училище,О,61 Прив (Р),619411,
10096.,Суглица,О,01 Окт (Р),011715,
10097.,Сугоклея,Х,40 Од (У),414168,
10098.,Суд-Николаевка,О,58 Ю-Вост (Р),585018,
10099.,Судинская Балка,О,45 Придн (У),464114,
10100.,Судоверфь,О,61 Прив (Р),611710,
10101.,Судостроителей,О,40 Од (У),415137,
10102.,Суйда,О,01 Окт (Р),072530,
10103.,Суйстамо,Б,01 Окт (Р),026212,
10104.,Суковкино,О,58 Ю-Вост (Р),595325,
10105.,Сулуй,О,83 З-Сиб (Р),876420,
10106.,Сулус,О,94 Заб (Р),952611,
10107.,Сулятыцкая,О,32 Ю-Зап (У),332023,
10108.,Сумароково,О,17 Моск (Р),214217,
10109.,Сумеричи,О ,01 Окт (Р),011537,
10110.,Сундуково,О,24 Горьк (Р),256012,
10111.,Суплиси,О,57 Грз,578419,
10112.,Суповский,О,51 С-Кав (Р),524175,
10113.,Супрановка,О,35 Льв (У),361242,
10114.,Сурами,О,57 Грз,577261,
10115.,Сураново,О,83 З-Сиб (Р),873649,
10116.,Суркуль,О,51 С-Кав (Р),531412,
10117.,Сусанино,Б,01 Окт (Р),059038,
10118.,Сусановская,О,24 Горьк (Р),240141,
10119.,Сусидовичи,О,35 Льв (У),374933,
10120.,Суста,О,09 Лат,098672,
10121.,Сутоки,О,17 Моск (Р),187429,
10122.,Сутурин Ключ,О,94 Заб (Р),940222,
10123.,Сутурмино,Б,51 С-Кав (Р),586744,
10124.,Суун,О,01 Окт (Р),027126,
10125.,Сухарево,О,63 Кбш (Р),631315,
10126.,Сухины,О,43 Южн (У),446530,
10127.,Суховоля,О,35 Льв (У),374651,
10128.,Суходолье,О,01 Окт (Р),022711,
10129.,Сухой,О,43 Южн (У),441324,
10130.,Сухой,О,88 Крас (Р),892122,
10131.,Сухой Аган,О,76 Сверд (Р),797125,
10132.,Сухой Лиман,О,40 Од (У),401717,
10133.,Сухой Ручей,О,92 В-Сиб (Р),934645,
10134.,Сухринское,О,80 Ю-Ур (Р),827710,
10135.,Суша,О,13 Бел,157122,
10136.,Сушкинская,О,17 Моск (Р),182317,
10137.,Сушнево,О,24 Горьк (Р),262314,
10138.,Счастливая,О,24 Горьк (Р),260126,
10139.,Сызранская,О,83 З-Сиб (Р),860117,
10140.,Сызрань-Южная,О,63 Кбш (Р),636192,
10141.,Сынджера,О,39 Млд,390917,
10142.,Сырец,О,32 Ю-Зап (У),320632,
10143.,Сысканово,О,63 Кбш (Р),652015,
10144.,Сысоево,О,51 С-Кав (Р),586326,
10145.,Сычево,О,17 Моск (Р),233839,
10146.,Сычево,О,28 Сев (Р),303463,
10147.,Сычево,О,40 Од (У),423256,
10148.,Сычево Кетовское,О,80 Ю-Ур (Р),828925,
10149.,Сычево-Варгашинское,О,80 Ю-Ур (Р),826953,
10150.,Сэлкуца,О,39 Млд,399339,
10151.,Сюгаил,О,24 Горьк (Р),254515,
10152.,Сюзьва,О,76 Сверд (Р),762516,
10153.,Сюйська,О,01 Окт (Р),041566,
10154.,Сюксюм,О,63 Кбш (Р),642121,
10155.,Сюргавере,О,08 Эст,088825,
10156.,СЮЗЮМ,О,24 Горьк (Р),267411,
10157.,СЮЛЕСКЕРЫ,О,24 Горьк (Р),248317,
10158.,Сянове (оп),О,12 Лит,121652,
10159.,Сяносиос Стасилос,О,12 Лит,121120,
10160.,Сясь,О,01 Окт (Р),044437,
10161.,Табаковка,О,63 Кбш (Р),632420,
10162.,Табашино,О,24 Горьк (Р),252929,
10163.,Таборы,О,01 Окт (Р),065819,
10164.,Таборы,О,76 Сверд (Р),765020,
10165.,Таваложка,О,76 Сверд (Р),788268,
10166.,Тавла,О,48 Дон (У),485924,
10167.,Тавла,О,89 89-я дорога,900526,
10168.,Таволги,О,76 Сверд (Р),770654,
10169.,Таволжанка,О,58 Ю-Вост (Р),606233,
10170.,Таврическое,О,83 З-Сиб (Р),832653,
10171.,Тавшан-Кишляг,О,56 Ю-Кав,565828,
10172.,Тагайлы,О,68 Кзх,675943,
10173.,Тагамлык,Б,43 Южн (У),441313,
10174.,Тагарский ,О,88 Крас (Р),888310,
10175.,Тагилони,О,57 Грз,572817,
10176.,Тадайки,О,09 Лат,093541,
10177.,Таежная,О,83 З-Сиб (Р),865924,
10178.,Таежное,О,92 В-Сиб (Р),933068,
10179.,Таёжник,О,92 В-Сиб (Р),927139,
10180.,Таёжный,О,83 З-Сиб (Р),872114,
10181.,Таировка,О,17 Моск (Р),222139,
10182.,Тайга II,О,83 З-Сиб (Р),873386,
10183.,Тайгинский,О,92 В-Сиб (Р),921332,
10184.,Тайнинская,О,17 Моск (Р),195430,
10185.,Тайтык,О,83 З-Сиб (Р),834729,
10186.,Тайшетка,О,92 В-Сиб (Р),920110,
10187.,Тактыбай,О,80 Ю-Ур (Р),804850,
10188.,Талапкер,О,83 З-Сиб (Р),834714,
10189.,Талача,О,94 Заб (Р),947522,
10190.,Талица-Елецкая,О,58 Ю-Вост (Р),594943,
10191.,Талый Ключ,О,92 В-Сиб (Р),921522,
10192.,Тальменка,О,83 З-Сиб (Р),872928,
10193.,Танабаевский,Х,68 Кзх,684054,
10194.,Танаис,О,51 С-Кав (Р),510558,
10195.,Танковое Поле,О,58 Ю-Вост (Р),434918,
10196.,Тансарино,О,24 Горьк (Р),248815,
10197.,Таракановка,О,92 В-Сиб (Р),934927,
10198.,Тарасовка,О,32 Ю-Зап (У),321245,
10199.,Тарасовка,О,40 Од (У),410612,
10200.,Тарасовка,О,43 Южн (У),428368,
10201.,Тарасовская,О,17 Моск (Р),234831,
10202.,Тарасовское,О,01 Окт (Р),039744,
10203.,Таржеполь,О,01 Окт (Р),049619,
10204.,Тарза,О,28 Сев (Р),294226,
10205.,Тарский Мост,О,94 Заб (Р),943127,
10206.,Тартак,О,32 Ю-Зап (У),335549,
10207.,Тарховка,О,01 Окт (Р),039034,
10208.,Тарышта,О,83 З-Сиб (Р),833020,
10209.,Тасин,Б,24 Горьк (Р),242715,
10210.,Тасино,О,83 З-Сиб (Р),854135,
10211.,Таскаево,О,83 З-Сиб (Р),870439,
10212.,Тасоткель,Х,68 Кзх,704563,
10213.,Татаров-Буковель,П,35 Льв (У),386517,
10214.,Татарская ЦРБ,О,83 З-Сиб (Р),833092,
10215.,Татарщизна,О,13 Бел,142343,
10216.,Татино,О,01 Окт (Р),040239,
10217.,Татьянино,О,01 Окт (Р),034030,
10218.,Татьянка-Южная,О,61 Прив (Р),612126,
10219.,Татьяновка,О,88 Крас (Р),889153,
10220.,Татьяновский,О,83 З-Сиб (Р),832314,
10221.,Тауш,О,63 Кбш (Р),655329,
10222.,Таценки,О,32 Ю-Зап (У),344726,
10223.,Тачанка,О,13 Бел,157014,
10224.,Ташискари,О,57 Грз,577276,
10225.,Ташкала,О,51 С-Кав (Р),541039,
10226.,Таэваскоя,О,08 Эст,084970,
10227.,ТАЁЖНАЯ,О,24 Горьк (Р),252524,
10228.,ТАЛАННИКИ,О,24 Горьк (Р),271629,
10229.,Тба,О,57 Грз,577666,
10230.,Твердино,О,28 Сев (Р),315329,
10231.,Тверца,О,01 Окт (Р),061639,
10232.,Театральная,О,17 Моск (Р),182919,
10233.,Тедоцминда,О,57 Грз,579214,
10234.,Тезери,О,57 Грз,577149,
10235.,Тезери 2,О,57 Грз,577187,
10236.,Текан,О,94 Заб (Р),951227,
10237.,Теклети,О,57 Грз,571918,
10238.,Теково,О,35 Льв (У),384742,
10239.,Текстильная,О,40 Од (У),419316,
10240.,Текстильщик,О,13 Бел,156219,
10241.,Текстильщики,О,17 Моск (Р),190027,
10242.,Телжево,Б,01 Окт (Р),048724,
10243.,Тельмана,О,58 Ю-Вост (Р),597246,
10244.,Тельминка,О,92 В-Сиб (Р),931810,
10245.,Тельная,О,92 В-Сиб (Р),934611,
10246.,Тембр,О,61 Прив (Р),623760,
10247.,Темеш,О,45 Придн (У),474328,
10248.,Темеш,О,85 Крым (Р),858723,
10249.,Темиртау,О,83 З-Сиб (Р),865553,
10250.,Темная,О,94 Заб (Р),950510,
10251.,Темная Падь,О,92 В-Сиб (Р),933248,
10252.,Темник,О,92 В-Сиб (Р),936411,
10253.,Темново,Б,76 Сверд (Р),792827,
10254.,Темные Ляды,О,13 Бел,138742,
10255.,Тенетники,О,35 Льв (У),388014,
10256.,Тениконда,Б,01 Окт (Р),049214,
10257.,Тепеница,О,32 Ю-Зап (У),348915,
10258.,Теплая Речка,О,51 С-Кав (Р),536312,
10259.,Теплица,О,40 Од (У),403910,
10260.,Тепличная,О,92 В-Сиб (Р),924639,
10261.,Теплобетонная,О,01 Окт (Р),036534,
10262.,Тепловая,О,92 В-Сиб (Р),924643,
10263.,Тепловодный,О,51 С-Кав (Р),539823,
10264.,Тепловозник,О,61 Прив (Р),623775,
10265.,Тепловский,О,48 Дон (У),507625,
10266.,Тепловский,О,84 84-я дорога,849327,
10267.,Теплогорск,О,48 Дон (У),495428,
10268.,Теплые Ключи,О,88 Крас (Р),893553,
10269.,Теплый Ключ,О,76 Сверд (Р),785217,
